data	mut	pop	len	ind	ploidy	rep	method	rf	time	core
M21	5.00E-08	1.00E+06	5.00E+06	1	1	17	SVDQuartets	2	10.75	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	18	SVDQuartets	2	9.44	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	19	SVDQuartets	1	10.09	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	20	SVDQuartets	0	7.67	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	21	SVDQuartets	0	4.86	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	22	SVDQuartets	1	8.97	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	23	SVDQuartets	1	7.7	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	24	SVDQuartets	0	1.53	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	25	SVDQuartets	1	2.14	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	26	SVDQuartets	1	1.08	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	27	SVDQuartets	1	14.41	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	28	SVDQuartets	1	16.09	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	29	SVDQuartets	1	10.97	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	30	SVDQuartets	1	7	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	31	SVDQuartets	2	6.46	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	32	SVDQuartets	1	6.25	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	33	SVDQuartets	0	1.64	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	34	SVDQuartets	2	1.49	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	35	SVDQuartets	1	1.6	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	36	SVDQuartets	0	1.26	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	37	SVDQuartets	0	1.15	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	38	SVDQuartets	0	1.71	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	39	SVDQuartets	1	1.68	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	40	SVDQuartets	0	1.42	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	41	SVDQuartets	1	1.64	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	42	SVDQuartets	0	3.78	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	43	SVDQuartets	1	1.72	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	44	SVDQuartets	0	1.72	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	45	SVDQuartets	0	1.72	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	46	SVDQuartets	0	1.05	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	47	SVDQuartets	1	1.22	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	48	SVDQuartets	1	1.79	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	49	SVDQuartets	1	2.23	8
M21	5.00E-08	1.00E+06	5.00E+06	1	1	50	SVDQuartets	2	1.28	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	2	SVDQuartets	0	2955	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	3	SVDQuartets	1	3201	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	4	SVDQuartets	0	5175	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	5	SVDQuartets	2	4442	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	6	SVDQuartets	0	4614	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	7	SVDQuartets	2	3795	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	8	SVDQuartets	2	4709	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	9	SVDQuartets	0	6288	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	10	SVDQuartets	0	4552	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	11	SVDQuartets	1	6152	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	12	SVDQuartets	1	4912	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	13	SVDQuartets	2	4012	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	14	SVDQuartets	2	4190	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	15	SVDQuartets	1	3940	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	16	SVDQuartets	0	6103	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	17	SVDQuartets	2	6535	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	18	SVDQuartets	3	4630	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	19	SVDQuartets	0	5230	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	20	SVDQuartets	0	3776	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	21	SVDQuartets	0	6348	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	22	SVDQuartets	0	7806	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	23	SVDQuartets	1	6043	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	24	SVDQuartets	0	4364	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	25	SVDQuartets	0	5504	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	26	SVDQuartets	1	4046	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	27	SVDQuartets	1	4876	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	28	SVDQuartets	0	4791	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	29	SVDQuartets	2	3668	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	30	SVDQuartets	0	6975	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	31	SVDQuartets	3	8527	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	32	SVDQuartets	1	5747	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	33	SVDQuartets	0	4566	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	34	SVDQuartets	1	4318	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	35	SVDQuartets	0	4891	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	36	SVDQuartets	0	4037	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	37	SVDQuartets	0	3962	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	38	SVDQuartets	0	4604	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	39	SVDQuartets	1	4886	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	40	SVDQuartets	0	4529	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	41	SVDQuartets	1	4423	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	42	SVDQuartets	0	4735	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	43	SVDQuartets	0	3828	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	44	SVDQuartets	0	5184	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	45	SVDQuartets	0	4751	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	46	SVDQuartets	0	3534	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	47	SVDQuartets	3	5059	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	49	SVDQuartets	1	4842	8
M21	5.00E-08	1.00E+06	5.00E+06	5	1	50	SVDQuartets	1	3731	8
M201	5.00E-08	1.00E+06	5.00E+06	1	1	1	wASTRAL*	8	8.12E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	2	wASTRAL*	9	7.73E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	3	wASTRAL*	13	7.85E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	4	wASTRAL*	9	5.72E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	5	wASTRAL*	14	8.49E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	6	wASTRAL*	16	9.64E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	7	wASTRAL*	11	1.02E+07	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	8	wASTRAL*	9	9.29E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	9	wASTRAL*	16	8.07E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	10	wASTRAL*	10	9.48E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	11	wASTRAL*	8	8.13E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	12	wASTRAL*	12	9.70E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	13	wASTRAL*	16	9.17E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	14	wASTRAL*	14	7.88E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	15	wASTRAL*	17	8.72E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	16	wASTRAL*	8	9.10E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	17	wASTRAL*	8	9.28E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	18	wASTRAL*	5	8.68E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	19	wASTRAL*	11	7.34E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	20	wASTRAL*	19	8.27E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	21	wASTRAL*	5	9.19E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	22	wASTRAL*	5	9.12E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	23	wASTRAL*	11	8.51E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	24	wASTRAL*	8	8.53E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	25	wASTRAL*	16	9.00E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	26	wASTRAL*	11	8.58E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	27	wASTRAL*	9	9.44E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	28	wASTRAL*	7	7.35E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	29	wASTRAL*	12	8.45E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	30	wASTRAL*	10	9.01E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	31	wASTRAL*	15	9.02E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	32	wASTRAL*	7	8.95E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	33	wASTRAL*	16	1.05E+07	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	34	wASTRAL*	11	8.82E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	35	wASTRAL*	19	9.42E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	36	wASTRAL*	12	7.98E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	37	wASTRAL*	9	9.32E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	38	wASTRAL*	11	9.85E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	39	wASTRAL*	11	7.84E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	40	wASTRAL*	10	8.61E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	41	wASTRAL*	8	1.06E+07	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	42	wASTRAL*	7	8.47E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	43	wASTRAL*	7	9.66E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	44	wASTRAL*	16	7.72E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	45	wASTRAL*	8	8.69E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	46	wASTRAL*	5	7.79E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	47	wASTRAL*	10	9.60E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	48	wASTRAL*	11	8.51E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	49	wASTRAL*	14	8.11E+06	1
M201	5.00E-08	1.00E+06	5.00E+06	1	1	50	wASTRAL*	7	9.45E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	1	wASTRAL*	0	66318.4	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	2	wASTRAL*	0	51127.5	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	3	wASTRAL*	3	58626.9	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	4	wASTRAL*	1	59942.6	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	5	wASTRAL*	6	66818.8	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	6	wASTRAL*	3	60674.8	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	7	wASTRAL*	2	64931.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	8	wASTRAL*	2	65946.8	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	9	wASTRAL*	4	69316.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	10	wASTRAL*	1	70283.5	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	11	wASTRAL*	1	73009.4	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	12	wASTRAL*	1	67691.4	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	13	wASTRAL*	1	61087.9	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	14	wASTRAL*	1	66171.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	15	wASTRAL*	2	58971.4	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	16	wASTRAL*	3	63783.1	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	17	wASTRAL*	4	68830.6	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	18	wASTRAL*	1	63826.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	19	wASTRAL*	1	61074.4	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	20	wASTRAL*	1	57610.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	21	wASTRAL*	1	88832.5	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	22	wASTRAL*	1	69157.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	23	wASTRAL*	2	78597.5	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	24	wASTRAL*	1	66722.5	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	25	wASTRAL*	1	71540.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	26	wASTRAL*	1	67219.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	27	wASTRAL*	2	65679.8	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	28	wASTRAL*	3	65801.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	29	wASTRAL*	2	58349.1	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	30	wASTRAL*	1	77545.4	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	31	wASTRAL*	4	66316.6	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	32	wASTRAL*	0	62776.8	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	33	wASTRAL*	0	50324.9	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	34	wASTRAL*	1	51769.5	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	35	wASTRAL*	3	55319.7	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	36	wASTRAL*	2	48117.8	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	37	wASTRAL*	1	48963.9	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	38	wASTRAL*	2	56617	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	39	wASTRAL*	1	55199.1	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	40	wASTRAL*	1	50618.6	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	41	wASTRAL*	1	50547.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	42	wASTRAL*	1	49645.7	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	43	wASTRAL*	2	48066.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	44	wASTRAL*	1	53110.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	45	wASTRAL*	0	53990.9	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	46	wASTRAL*	1	42524.7	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	47	wASTRAL*	4	52441.1	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	48	wASTRAL*	1	56436.3	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	49	wASTRAL*	5	56326.2	1
M21	5.00E-08	1.00E+06	5.00E+06	1	1	50	wASTRAL*	1	46938.9	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	1	wASTRAL*	0	845637	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	2	wASTRAL*	0	651815	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	3	wASTRAL*	3	784305	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	4	wASTRAL*	1	985428	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	5	wASTRAL*	4	987555	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	6	wASTRAL*	0	915776	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	7	wASTRAL*	0	950570	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	8	wASTRAL*	1	967569	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	9	wASTRAL*	1	1.11E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	10	wASTRAL*	1	937243	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	11	wASTRAL*	1	1.33E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	12	wASTRAL*	1	949302	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	13	wASTRAL*	1	1.02E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	14	wASTRAL*	2	933763	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	15	wASTRAL*	1	880118	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	16	wASTRAL*	3	1.06E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	17	wASTRAL*	3	1.20E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	18	wASTRAL*	1	1.02E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	19	wASTRAL*	0	820009	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	20	wASTRAL*	0	879040	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	21	wASTRAL*	0	1.23E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	22	wASTRAL*	1	1.07E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	23	wASTRAL*	1	1.12E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	24	wASTRAL*	0	1.03E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	25	wASTRAL*	2	1.19E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	26	wASTRAL*	1	901725	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	27	wASTRAL*	2	1.04E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	28	wASTRAL*	2	916193	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	29	wASTRAL*	0	826426	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	30	wASTRAL*	1	1.13E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	31	wASTRAL*	2	1.11E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	32	wASTRAL*	0	1.00E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	33	wASTRAL*	0	920912	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	34	wASTRAL*	2	919828	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	35	wASTRAL*	2	1.11E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	36	wASTRAL*	1	952362	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	37	wASTRAL*	1	902276	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	38	wASTRAL*	0	987344	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	39	wASTRAL*	1	1.08E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	40	wASTRAL*	1	999546	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	41	wASTRAL*	2	1.10E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	42	wASTRAL*	1	1.05E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	43	wASTRAL*	1	974783	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	44	wASTRAL*	2	1.16E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	45	wASTRAL*	0	1.04E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	46	wASTRAL*	1	772836	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	47	wASTRAL*	3	1.12E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	48	wASTRAL*	1	1.06E+06	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	49	wASTRAL*	1	964996	1
M21	5.00E-08	1.00E+06	5.00E+06	5	1	50	wASTRAL*	2	911309	1
M201	5.00E-08	1.00E+05	5.00E+06	1	2	1	CASTER-pair	2	1280.65	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	2	CASTER-pair	1	1478.827	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	3	CASTER-pair	3	1284.648	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	4	CASTER-pair	1	1165.743	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	5	CASTER-pair	0	1222.153	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	6	CASTER-pair	2	1361.689	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	7	CASTER-pair	0	1127.527	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	8	CASTER-pair	3	1236.016	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	9	CASTER-pair	1	1088.684	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	10	CASTER-pair	1	1161.552	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	11	CASTER-pair	0	1205.547	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	12	CASTER-pair	2	1233.526	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	13	CASTER-pair	3	1059.896	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	14	CASTER-pair	1	1256.6	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	15	CASTER-pair	1	1579.552	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	16	CASTER-pair	0	1226.148	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	17	CASTER-pair	1	1546.626	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	18	CASTER-pair	4	1265.599	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	19	CASTER-pair	0	1429.762	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	20	CASTER-pair	0	1137.37	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	21	CASTER-pair	1	1220.374	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	22	CASTER-pair	0	1203.045	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	23	CASTER-pair	3	1239.905	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	24	CASTER-pair	0	750.257	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	25	CASTER-pair	1	1233.396	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	26	CASTER-pair	2	1126.908	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	27	CASTER-pair	2	622.116	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	28	CASTER-pair	0	1262.355	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	29	CASTER-pair	2	1260.946	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	30	CASTER-pair	2	1107.425	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	31	CASTER-pair	0	1221.788	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	32	CASTER-pair	0	1234.98	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	33	CASTER-pair	1	1149.447	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	34	CASTER-pair	3	1252.437	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	35	CASTER-pair	2	1372.374	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	36	CASTER-pair	0	1274.924	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	37	CASTER-pair	3	964.518	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	38	CASTER-pair	1	1205.196	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	39	CASTER-pair	0	1264.888	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	40	CASTER-pair	1	1327.019	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	41	CASTER-pair	2	1359.238	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	42	CASTER-pair	1	1066.616	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	43	CASTER-pair	3	1180.119	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	44	CASTER-pair	3	943.838	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	45	CASTER-pair	0	1151.069	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	46	CASTER-pair	0	1281.999	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	47	CASTER-pair	0	1260.186	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	48	CASTER-pair	0	1146.431	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	49	CASTER-pair	0	1562.162	32
M201	5.00E-08	1.00E+05	5.00E+06	1	2	50	CASTER-pair	2	755.017	32
M201	5.00E-08	1.00E+05	5.00E+06	1	1	3	wASTRAL	2	1.46E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	4	wASTRAL	1	1.33E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	11	wASTRAL	1	1.22E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	15	wASTRAL	3	1.40E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	16	wASTRAL	1	1.27E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	22	wASTRAL	0	1.16E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	23	wASTRAL	4	1.18E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	26	wASTRAL	1	1.31E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	27	wASTRAL	4	8.82E+06	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	28	wASTRAL	1	1.79E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	29	wASTRAL	1	1.65E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	31	wASTRAL	2	1.59E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	32	wASTRAL	1	1.63E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	36	wASTRAL	1	1.53E+07	1
M201	5.00E-08	1.00E+05	5.00E+06	1	1	38	wASTRAL	2	1.54E+07	1
