mut	method	top	rep	AB|CD	AC|BD	BC|AD
2X	parsimony	AC|BD	79	172484	213700	379406
2X	parsimony	AC|BD	80	172829	213934	378183
2X	parsimony	AC|BD	81	172825	213678	378237
2X	parsimony	AC|BD	82	173593	214577	379442
2X	parsimony	AC|BD	83	172375	214368	379080
2X	parsimony	AC|BD	84	173539	213429	379715
2X	parsimony	AC|BD	85	172689	214229	379692
2X	parsimony	AC|BD	86	172836	214471	377710
2X	parsimony	AC|BD	87	172114	214268	379371
2X	parsimony	AC|BD	88	172675	214132	379656
2X	parsimony	AC|BD	89	173247	214643	378284
2X	parsimony	AC|BD	90	173238	214517	379078
2X	parsimony	AC|BD	91	172874	213660	378735
2X	parsimony	AC|BD	92	172420	213294	379007
2X	parsimony	AC|BD	93	172521	213755	379002
2X	parsimony	AC|BD	94	174113	214307	378246
2X	parsimony	AC|BD	95	174781	213884	378744
2X	parsimony	AC|BD	96	172824	213564	378944
2X	parsimony	AC|BD	97	172867	213590	380521
2X	parsimony	AC|BD	98	172602	215510	380632
2X	parsimony	AC|BD	99	172424	213697	381313
2X	parsimony	AC|BD	100	172915	214395	378896
2X	parsimony	BC|AD	1	172058	204579	390286
2X	parsimony	BC|AD	2	173072	204649	389709
2X	parsimony	BC|AD	3	172336	204588	390452
2X	parsimony	BC|AD	4	172453	204868	389788
2X	parsimony	BC|AD	5	172467	205274	388867
2X	parsimony	BC|AD	6	173344	205416	389620
2X	parsimony	BC|AD	7	173718	205073	387744
2X	parsimony	BC|AD	8	173311	204213	388865
2X	parsimony	BC|AD	9	173401	205422	388616
2X	parsimony	BC|AD	10	172568	204973	389702
2X	parsimony	BC|AD	11	173603	205332	389884
2X	parsimony	BC|AD	12	172363	204475	389028
2X	parsimony	BC|AD	13	172271	204104	388561
2X	parsimony	BC|AD	14	173155	205701	389493
2X	parsimony	BC|AD	15	172718	205046	386895
2X	parsimony	BC|AD	16	174137	204866	389199
2X	parsimony	BC|AD	17	174259	205058	388778
2X	parsimony	BC|AD	18	172873	205247	388349
2X	parsimony	BC|AD	19	173601	204371	388906
2X	parsimony	BC|AD	20	172731	204780	389841
2X	parsimony	BC|AD	21	172671	206111	388009
2X	parsimony	BC|AD	22	172823	203891	390688
2X	parsimony	BC|AD	23	173671	203304	389285
2X	parsimony	BC|AD	24	172621	204920	388946
2X	parsimony	BC|AD	25	172764	204274	389073
2X	parsimony	BC|AD	26	172248	204834	388173
2X	parsimony	BC|AD	27	173021	204121	389010
2X	parsimony	BC|AD	28	173784	204038	389134
2X	parsimony	BC|AD	29	174313	204709	389340
2X	parsimony	BC|AD	30	173252	204726	388101
2X	parsimony	BC|AD	31	172771	205395	389691
2X	parsimony	BC|AD	32	172918	206124	389268
2X	parsimony	BC|AD	33	172246	204524	388131
2X	parsimony	BC|AD	34	171585	205282	389366
2X	parsimony	BC|AD	35	173566	204635	387990
2X	parsimony	BC|AD	36	172794	203637	387891
2X	parsimony	BC|AD	37	172641	205708	391468
2X	parsimony	BC|AD	38	172609	204316	388329
2X	parsimony	BC|AD	39	172095	204770	388025
2X	parsimony	BC|AD	40	172442	203891	389389
2X	parsimony	BC|AD	41	172751	204936	387968
2X	parsimony	BC|AD	42	173621	205509	387248
2X	parsimony	BC|AD	43	172069	205513	388282
2X	parsimony	BC|AD	44	172239	204713	388500
2X	parsimony	BC|AD	45	173145	203913	389590
2X	parsimony	BC|AD	46	172058	203740	387614
2X	parsimony	BC|AD	47	173204	205400	389036
2X	parsimony	BC|AD	48	172003	204835	388182
2X	parsimony	BC|AD	49	173480	204357	388581
2X	parsimony	BC|AD	50	171231	205925	390156
2X	parsimony	BC|AD	51	173127	205285	387732
2X	parsimony	BC|AD	52	173567	204952	388469
2X	parsimony	BC|AD	53	171976	204876	388956
2X	parsimony	BC|AD	54	172184	205398	388521
2X	parsimony	BC|AD	55	173333	205506	388218
2X	parsimony	BC|AD	56	174057	206454	388237
2X	parsimony	BC|AD	57	172676	203388	388283
2X	parsimony	BC|AD	58	172606	203808	388889
2X	parsimony	BC|AD	59	171398	204482	389431
2X	parsimony	BC|AD	60	173873	203614	388078
2X	parsimony	BC|AD	61	174223	206086	387869
2X	parsimony	BC|AD	62	172568	204967	388346
2X	parsimony	BC|AD	63	172049	204942	388430
2X	parsimony	BC|AD	64	172733	204070	389594
2X	parsimony	BC|AD	65	173631	206247	386504
2X	parsimony	BC|AD	66	171884	204327	388336
2X	parsimony	BC|AD	67	173203	205313	388483
2X	parsimony	BC|AD	68	172803	205112	388656
2X	parsimony	BC|AD	69	171841	204425	389411
2X	parsimony	BC|AD	70	172375	205426	389452
2X	parsimony	BC|AD	71	173461	204452	388578
2X	parsimony	BC|AD	72	173324	204929	389198
2X	parsimony	BC|AD	73	173359	204814	388339
2X	parsimony	BC|AD	74	172938	204832	389324
2X	parsimony	BC|AD	75	173219	205284	388946
2X	parsimony	BC|AD	76	173364	205043	388682
2X	parsimony	BC|AD	77	173021	205011	389266
2X	parsimony	BC|AD	78	174014	206073	388207
2X	parsimony	BC|AD	79	173480	205568	388878
2X	parsimony	BC|AD	80	170810	204379	388153
2X	parsimony	BC|AD	81	171798	204947	388330
2X	parsimony	BC|AD	82	172459	205737	388230
2X	parsimony	BC|AD	83	173411	204417	389361
2X	parsimony	BC|AD	84	171980	205291	388708
2X	parsimony	BC|AD	85	173908	204955	387682
2X	parsimony	BC|AD	86	172690	205012	387869
2X	parsimony	BC|AD	87	173253	204485	389160
2X	parsimony	BC|AD	88	172188	204699	388463
2X	parsimony	BC|AD	89	173652	204933	389869
2X	parsimony	BC|AD	90	172761	204584	388399
2X	parsimony	BC|AD	91	172796	203569	386592
2X	parsimony	BC|AD	92	173155	205755	387597
2X	parsimony	BC|AD	93	173812	205113	387788
2X	parsimony	BC|AD	94	172667	205065	388107
2X	parsimony	BC|AD	95	173936	204407	389838
2X	parsimony	BC|AD	96	172179	204746	388327
2X	parsimony	BC|AD	97	173746	204135	387541
2X	parsimony	BC|AD	98	172912	207012	388311
2X	parsimony	BC|AD	99	173060	205647	389252
2X	parsimony	BC|AD	100	172787	204834	390838
1X	parsimony	AB|CD	1	73749	77968	134925
1X	parsimony	AB|CD	2	73104	77333	135997
1X	parsimony	AB|CD	3	73628	78090	135234
1X	parsimony	AB|CD	4	72859	77961	134620
1X	parsimony	AB|CD	5	72759	76933	135659
1X	parsimony	AB|CD	6	73044	77922	135600
1X	parsimony	AB|CD	7	73565	77756	134738
1X	parsimony	AB|CD	8	73730	77617	134483
1X	parsimony	AB|CD	9	72711	77860	134705
1X	parsimony	AB|CD	10	72543	77839	135251
1X	parsimony	AB|CD	11	73495	77329	134884
1X	parsimony	AB|CD	12	73841	78231	136263
1X	parsimony	AB|CD	13	73333	77113	134701
1X	parsimony	AB|CD	14	73224	77559	135012
1X	parsimony	AB|CD	15	73504	77565	135415
1X	parsimony	AB|CD	16	73142	77654	134938
1X	parsimony	AB|CD	17	73735	78124	134371
1X	parsimony	AB|CD	18	72885	78153	134203
1X	parsimony	AB|CD	19	73267	77986	134122
1X	parsimony	AB|CD	20	73588	78161	136191
1X	parsimony	AB|CD	21	73267	77604	134960
1X	parsimony	AB|CD	22	73720	77345	135190
1X	parsimony	AB|CD	23	72638	77600	135435
1X	parsimony	AB|CD	24	74009	77773	133776
1X	parsimony	AB|CD	25	74220	77621	134967
1X	parsimony	AB|CD	26	72275	77613	135077
1X	parsimony	AB|CD	27	74366	78038	134954
1X	parsimony	AB|CD	28	74196	77379	135231
1X	parsimony	AB|CD	29	73087	77996	135180
1X	parsimony	AB|CD	30	73327	78005	135555
1X	parsimony	AB|CD	31	73398	77431	135100
1X	parsimony	AB|CD	32	72719	76996	135504
1X	parsimony	AB|CD	33	73221	77705	135228
1X	parsimony	AB|CD	34	73504	77869	134118
1X	parsimony	AB|CD	35	73345	78299	134911
1X	parsimony	AB|CD	36	73158	77722	134977
1X	parsimony	AB|CD	37	73495	77526	133593
1X	parsimony	AB|CD	38	73718	78012	134990
1X	parsimony	AB|CD	39	73658	77835	134702
1X	parsimony	AB|CD	40	72730	77890	135720
1X	parsimony	AB|CD	41	72915	77568	134927
1X	parsimony	AB|CD	42	73490	76582	134565
1X	parsimony	AB|CD	43	73747	77355	135000
1X	parsimony	AB|CD	44	73332	77752	135445
1X	parsimony	AB|CD	45	73358	77982	135424
1X	parsimony	AB|CD	46	74062	78074	134815
1X	parsimony	AB|CD	47	72768	77825	134402
1X	parsimony	AB|CD	48	73800	78491	134459
1X	parsimony	AB|CD	49	72976	77701	135444
1X	parsimony	AB|CD	50	72661	77118	135935
1X	parsimony	AB|CD	51	72964	77269	136292
1X	parsimony	AB|CD	52	73918	76957	134143
1X	parsimony	AB|CD	53	73320	78040	134096
1X	parsimony	AB|CD	54	73061	77635	134774
1X	parsimony	AB|CD	55	73029	77493	135299
1X	parsimony	AB|CD	56	73232	76969	134979
1X	parsimony	AB|CD	57	72713	77668	135487
1X	parsimony	AB|CD	58	73865	78473	135287
1X	parsimony	AB|CD	59	73477	78395	134685
1X	parsimony	AB|CD	60	73851	78610	135351
1X	parsimony	AB|CD	61	73320	76986	135640
1X	parsimony	AB|CD	62	74824	78094	134889
1X	parsimony	AB|CD	63	73428	77591	134630
1X	parsimony	AB|CD	64	72887	78416	134614
1X	parsimony	AB|CD	65	73935	77434	134539
1X	parsimony	AB|CD	66	74125	77745	134655
1X	parsimony	AB|CD	67	72666	78876	135556
1X	parsimony	AB|CD	68	73671	78124	135037
1X	parsimony	AB|CD	69	73082	77561	134844
1X	parsimony	AB|CD	70	73904	77707	135122
1X	parsimony	AB|CD	71	73126	77048	134307
1X	parsimony	AB|CD	72	73556	77946	135522
1X	parsimony	AB|CD	73	72869	77396	134571
1X	parsimony	AB|CD	74	73744	77721	135103
1X	parsimony	AB|CD	75	73789	78082	135284
1X	parsimony	AB|CD	76	73123	77818	135208
1X	parsimony	AB|CD	77	73842	77737	135161
1X	parsimony	AB|CD	78	73117	77744	134539
1X	parsimony	AB|CD	79	72400	78207	135553
1X	parsimony	AB|CD	80	73595	77738	134177
1X	parsimony	AB|CD	81	72070	77889	134741
1X	parsimony	AB|CD	82	72736	77296	134554
1X	parsimony	AB|CD	83	73952	77906	134707
1X	parsimony	AB|CD	84	72923	78160	135689
1X	parsimony	AB|CD	85	74165	78056	135306
1X	parsimony	AB|CD	86	73356	77976	134562
1X	parsimony	AB|CD	87	73512	77115	135485
1X	parsimony	AB|CD	88	72933	77874	135110
1X	parsimony	AB|CD	89	73114	77202	135543
1X	parsimony	AB|CD	90	73604	77903	134877
1X	parsimony	AB|CD	91	73278	78366	135255
1X	parsimony	AB|CD	92	73884	77888	135199
1X	parsimony	AB|CD	93	73574	78289	134691
1X	parsimony	AB|CD	94	73777	77407	135070
1X	parsimony	AB|CD	95	73332	77498	135325
1X	parsimony	AB|CD	96	73962	77726	134663
1X	parsimony	AB|CD	97	73518	77617	135478
1X	parsimony	AB|CD	98	73293	77306	134645
1X	parsimony	AB|CD	99	72354	77272	134987
1X	parsimony	AB|CD	100	73552	78261	134875
1X	parsimony	AC|BD	1	68231	84537	134815
1X	parsimony	AC|BD	2	67293	84782	135185
1X	parsimony	AC|BD	3	66634	84283	135042
1X	parsimony	AC|BD	4	67341	83966	136025
1X	parsimony	AC|BD	5	67023	84069	134807
1X	parsimony	AC|BD	6	66966	84373	134737
1X	parsimony	AC|BD	7	67637	83732	134136
1X	parsimony	AC|BD	8	67088	84039	134609
1X	parsimony	AC|BD	9	67835	84092	135453
1X	parsimony	AC|BD	10	67597	83210	134933
1X	parsimony	AC|BD	11	67272	84273	134671
1X	parsimony	AC|BD	12	66808	84144	135581
1X	parsimony	AC|BD	13	67212	84002	134419
1X	parsimony	AC|BD	14	67199	84276	135258
1X	parsimony	AC|BD	15	67069	83955	135538
1X	parsimony	AC|BD	16	67439	83408	135528
1X	parsimony	AC|BD	17	67786	83983	134763
1X	parsimony	AC|BD	18	67343	84295	134349
1X	parsimony	AC|BD	19	67007	84106	135843
1X	parsimony	AC|BD	20	66814	83575	134901
1X	parsimony	AC|BD	21	66819	83284	135133
1X	parsimony	AC|BD	22	66285	83820	135124
1X	parsimony	AC|BD	23	66763	83855	135574
1X	parsimony	AC|BD	24	66689	83458	135073
1X	parsimony	AC|BD	25	66664	83490	135248
1X	parsimony	AC|BD	26	66400	83138	135282
1X	parsimony	AC|BD	27	66631	83431	135084
1X	parsimony	AC|BD	28	67744	84499	133999
1X	parsimony	AC|BD	29	66864	84283	134883
1X	parsimony	AC|BD	30	66453	85149	134972
1X	parsimony	AC|BD	31	66517	84369	134864
1X	parsimony	AC|BD	32	66384	83623	134746
1X	parsimony	AC|BD	33	66792	83072	135404
1X	parsimony	AC|BD	34	66785	84605	134685
1X	parsimony	AC|BD	35	66677	84538	135012
1X	parsimony	AC|BD	36	67679	84241	135196
1X	parsimony	AC|BD	37	67000	84423	135167
1X	parsimony	AC|BD	38	67250	83564	135107
1X	parsimony	AC|BD	39	67392	83991	135533
1X	parsimony	AC|BD	40	66605	84207	135537
1X	parsimony	AC|BD	41	67425	83509	135608
1X	parsimony	AC|BD	42	66833	83983	135316
1X	parsimony	AC|BD	43	67269	83091	134804
1X	parsimony	AC|BD	44	66965	82972	134217
1X	parsimony	AC|BD	45	67871	83821	135572
1X	parsimony	AC|BD	46	67255	84684	134848
1X	parsimony	AC|BD	47	66963	84270	135317
1X	parsimony	AC|BD	48	66899	84516	135674
1X	parsimony	AC|BD	49	66950	84110	134704
1X	parsimony	AC|BD	50	68223	83800	134779
1X	parsimony	AC|BD	51	67296	84223	135281
1X	parsimony	AC|BD	52	66985	83465	135190
1X	parsimony	AC|BD	53	66621	84193	134739
1X	parsimony	AC|BD	54	66986	83597	135689
1X	parsimony	AC|BD	55	66973	83562	135491
1X	parsimony	AC|BD	56	66569	83799	134818
1X	parsimony	AC|BD	57	66335	83898	135402
1X	parsimony	AC|BD	58	66897	83551	135284
1X	parsimony	AC|BD	59	66711	84000	135144
1X	parsimony	AC|BD	60	67330	83871	134838
1X	parsimony	AC|BD	61	66276	83589	135253
1X	parsimony	AC|BD	62	67149	83983	135750
1X	parsimony	AC|BD	63	66526	83596	135186
1X	parsimony	AC|BD	64	67200	83720	135097
1X	parsimony	AC|BD	65	67203	83893	135252
1X	parsimony	AC|BD	66	66631	83864	135476
1X	parsimony	AC|BD	67	67321	83205	134163
1X	parsimony	AC|BD	68	67165	84083	133737
1X	parsimony	AC|BD	69	67574	83866	135164
1X	parsimony	AC|BD	70	66398	83543	135489
1X	parsimony	AC|BD	71	66759	83540	134451
1X	parsimony	AC|BD	72	66911	83597	134904
1X	parsimony	AC|BD	73	66968	83523	135630
1X	parsimony	AC|BD	74	67567	84326	135909
1X	parsimony	AC|BD	75	66873	85245	134669
1X	parsimony	AC|BD	76	66992	84847	134901
1X	parsimony	AC|BD	77	67638	83665	135208
1X	parsimony	AC|BD	78	67166	84481	134344
1X	parsimony	AC|BD	79	67166	84101	134182
1X	parsimony	AC|BD	80	67712	84377	134833
1X	parsimony	AC|BD	81	67229	83983	135094
1X	parsimony	AC|BD	82	67472	83402	134821
1X	parsimony	AC|BD	83	66598	83341	135100
1X	parsimony	AC|BD	84	67317	83396	134829
1X	parsimony	AC|BD	85	67052	83938	135508
1X	parsimony	AC|BD	86	66779	83794	134508
1X	parsimony	AC|BD	87	66831	84536	134185
1X	parsimony	AC|BD	88	67161	84063	134640
1X	parsimony	AC|BD	89	67748	84646	135204
1X	parsimony	AC|BD	90	67044	83783	134834
1X	parsimony	AC|BD	91	66763	83640	135665
1X	parsimony	AC|BD	92	67187	83743	135016
1X	parsimony	AC|BD	93	67581	83956	134982
1X	parsimony	AC|BD	94	67894	83636	135086
1X	parsimony	AC|BD	95	67500	83052	135109
1X	parsimony	AC|BD	96	67431	84075	135129
1X	parsimony	AC|BD	97	67664	83459	134369
1X	parsimony	AC|BD	98	66565	84289	134542
1X	parsimony	AC|BD	99	66708	83980	135744
1X	parsimony	AC|BD	100	66498	84113	135258
1X	parsimony	BC|AD	1	66734	76787	141975
1X	parsimony	BC|AD	2	66753	77693	141150
1X	parsimony	BC|AD	3	67191	77515	142037
1X	parsimony	BC|AD	4	67065	77133	141822
1X	parsimony	BC|AD	5	66493	78399	141146
1X	parsimony	BC|AD	6	67072	77854	141658
1X	parsimony	BC|AD	7	67849	77994	141180
1X	parsimony	BC|AD	8	67518	76841	141723
1X	parsimony	BC|AD	9	67063	77906	141608
1X	parsimony	BC|AD	10	66938	77903	141826
1X	parsimony	BC|AD	11	67526	77697	142440
1X	parsimony	BC|AD	12	66644	77543	140886
1X	parsimony	BC|AD	13	66887	76899	140890
1X	parsimony	BC|AD	14	67593	78049	140968
1X	parsimony	BC|AD	15	67122	77725	139985
1X	parsimony	BC|AD	16	68089	77838	141620
1X	parsimony	BC|AD	17	67448	77757	141662
1X	parsimony	BC|AD	18	67916	77848	140337
1X	parsimony	BC|AD	19	67585	77623	140461
1X	parsimony	BC|AD	20	67086	77812	141088
1X	parsimony	BC|AD	21	67098	78408	140038
1X	parsimony	BC|AD	22	67189	77368	141443
1X	parsimony	BC|AD	23	67737	77318	141269
1X	parsimony	BC|AD	24	66963	77617	141786
1X	parsimony	BC|AD	25	66945	77949	142058
1X	parsimony	BC|AD	26	66906	77300	141443
1X	parsimony	BC|AD	27	67420	77560	141424
1X	parsimony	BC|AD	28	67392	77946	141418
1X	parsimony	BC|AD	29	67970	78159	141179
1X	parsimony	BC|AD	30	67411	77692	141418
1X	parsimony	BC|AD	31	66998	77874	142399
1X	parsimony	BC|AD	32	66657	78111	141683
1X	parsimony	BC|AD	33	67022	77443	141210
1X	parsimony	BC|AD	34	66715	78149	142048
1X	parsimony	BC|AD	35	67401	77177	141657
1X	parsimony	BC|AD	36	67004	77127	140388
1X	parsimony	BC|AD	37	66825	78346	142609
1X	parsimony	BC|AD	38	67353	77351	141590
1X	parsimony	BC|AD	39	67160	77440	140628
1X	parsimony	BC|AD	40	66889	77847	141604
1X	parsimony	BC|AD	41	66621	78334	141645
1X	parsimony	BC|AD	42	67276	77985	141114
1X	parsimony	BC|AD	43	66828	77929	141667
1X	parsimony	BC|AD	44	66370	78102	141657
1X	parsimony	BC|AD	45	66995	76687	140878
1X	parsimony	BC|AD	46	66609	77253	140455
1X	parsimony	BC|AD	47	67573	77307	141203
1X	parsimony	BC|AD	48	66899	76913	141259
1X	parsimony	BC|AD	49	66763	77272	141412
1X	parsimony	BC|AD	50	66590	77806	141964
1X	parsimony	BC|AD	51	67542	77942	140863
1X	parsimony	BC|AD	52	67456	77012	141618
1X	parsimony	BC|AD	53	66801	77644	141516
1X	parsimony	BC|AD	54	67158	77588	141553
1X	parsimony	BC|AD	55	68016	77902	140485
1X	parsimony	BC|AD	56	67909	78286	141829
1X	parsimony	BC|AD	57	67155	76676	140447
1X	parsimony	BC|AD	58	67233	77447	141542
1X	parsimony	BC|AD	59	66617	77207	142053
1X	parsimony	BC|AD	60	67529	77055	140792
1X	parsimony	BC|AD	61	67755	78133	141585
1X	parsimony	BC|AD	62	67019	78753	141147
1X	parsimony	BC|AD	63	66895	78182	141260
1X	parsimony	BC|AD	64	67178	77472	140560
1X	parsimony	BC|AD	65	67406	78674	140037
1X	parsimony	BC|AD	66	66914	77364	141504
1X	parsimony	BC|AD	67	67320	78158	141001
1X	parsimony	BC|AD	68	66892	77780	141522
1X	parsimony	BC|AD	69	66249	77129	142549
1X	parsimony	BC|AD	70	66461	77974	142026
1X	parsimony	BC|AD	71	67390	77334	140689
1X	parsimony	BC|AD	72	67111	77772	142043
1X	parsimony	BC|AD	73	67550	77539	141605
1X	parsimony	BC|AD	74	67359	76870	141784
1X	parsimony	BC|AD	75	67613	77818	141298
1X	parsimony	BC|AD	76	66907	77477	141962
1X	parsimony	BC|AD	77	67761	77969	140922
1X	parsimony	BC|AD	78	67728	78319	141402
1X	parsimony	BC|AD	79	67164	78344	141384
1X	parsimony	BC|AD	80	65903	77550	140621
1X	parsimony	BC|AD	81	66818	78308	140837
1X	parsimony	BC|AD	82	66498	77808	141044
1X	parsimony	BC|AD	83	67201	77656	142046
1X	parsimony	BC|AD	84	67344	77898	141145
1X	parsimony	BC|AD	85	68002	78653	141204
1X	parsimony	BC|AD	86	66953	77756	141082
1X	parsimony	BC|AD	87	66945	77508	140875
1X	parsimony	BC|AD	88	66624	78003	141884
1X	parsimony	BC|AD	89	67530	77952	142197
1X	parsimony	BC|AD	90	66737	76665	140647
1X	parsimony	BC|AD	91	67550	77335	141209
1X	parsimony	BC|AD	92	67294	78127	140932
1X	parsimony	BC|AD	93	67918	76979	141062
1X	parsimony	BC|AD	94	67544	78050	141744
1X	parsimony	BC|AD	95	67745	76573	141838
1X	parsimony	BC|AD	96	67010	78274	141109
1X	parsimony	BC|AD	97	67570	76959	140416
1X	parsimony	BC|AD	98	66998	78475	141265
1X	parsimony	BC|AD	99	67325	78635	141313
1X	parsimony	BC|AD	100	66857	77660	141323
0.5X	parsimony	AB|CD	1	28735	27911	44253
0.5X	parsimony	AB|CD	2	28669	28189	45216
0.5X	parsimony	AB|CD	3	29003	28652	44644
0.5X	parsimony	AB|CD	4	28502	28158	44527
0.5X	parsimony	AB|CD	5	28426	27836	45066
0.5X	parsimony	AB|CD	6	28410	28080	44801
0.5X	parsimony	AB|CD	7	29060	28220	44336
0.5X	parsimony	AB|CD	8	28692	28237	44278
0.5X	parsimony	AB|CD	9	28633	27988	44070
0.5X	parsimony	AB|CD	10	28343	28495	44561
0.5X	parsimony	AB|CD	11	29037	28300	44213
0.5X	parsimony	AB|CD	12	28682	27982	44902
0.5X	parsimony	AB|CD	13	28295	27724	44654
0.5X	parsimony	AB|CD	14	28544	28169	44804
0.5X	parsimony	AB|CD	15	28580	27749	44693
0.5X	parsimony	AB|CD	16	28722	28232	44397
0.5X	parsimony	AB|CD	17	28774	28276	44275
0.5X	parsimony	AB|CD	18	28785	28180	44327
0.5X	parsimony	AB|CD	19	28926	28375	43982
0.5X	parsimony	AB|CD	20	28902	28252	44911
0.5X	parsimony	AB|CD	21	28796	27887	44626
0.5X	parsimony	AB|CD	22	28935	27945	44983
0.5X	parsimony	AB|CD	23	28430	28458	44910
0.5X	parsimony	AB|CD	24	29151	28056	44179
0.5X	parsimony	AB|CD	25	29244	28142	44539
0.5X	parsimony	AB|CD	26	28505	27962	44155
0.5X	parsimony	AB|CD	27	29250	28512	44192
0.5X	parsimony	AB|CD	28	29059	27891	45143
0.5X	parsimony	AB|CD	29	28731	28025	44734
0.5X	parsimony	AB|CD	30	28719	28423	44859
0.5X	parsimony	AB|CD	31	28479	28328	44847
0.5X	parsimony	AB|CD	32	28887	27571	44568
0.5X	parsimony	AB|CD	33	28975	28022	44449
0.5X	parsimony	AB|CD	34	29110	28184	44245
0.5X	parsimony	AB|CD	35	28859	28469	44420
0.5X	parsimony	AB|CD	36	28652	27783	44576
0.5X	parsimony	AB|CD	37	28791	27775	44491
0.5X	parsimony	AB|CD	38	28813	27928	44622
0.5X	parsimony	AB|CD	39	28990	28211	44909
0.5X	parsimony	AB|CD	40	28945	28510	44791
0.5X	parsimony	AB|CD	41	28420	27809	44527
0.5X	parsimony	AB|CD	42	28297	27597	44337
0.5X	parsimony	AB|CD	43	28462	28120	44368
0.5X	parsimony	AB|CD	44	28672	28331	44944
0.5X	parsimony	AB|CD	45	29124	28085	44218
0.5X	parsimony	AB|CD	46	28916	27980	44895
0.5X	parsimony	AB|CD	47	28629	28434	44230
0.5X	parsimony	AB|CD	48	28493	28684	44785
0.5X	parsimony	AB|CD	49	28776	28188	44651
0.5X	parsimony	AB|CD	50	28287	27766	45152
0.5X	parsimony	AB|CD	51	28503	28178	44885
0.5X	parsimony	AB|CD	52	28660	27836	44166
0.5X	parsimony	AB|CD	53	28878	27877	44465
0.5X	parsimony	AB|CD	54	28736	28144	43754
0.5X	parsimony	AB|CD	55	28078	28001	44269
0.5X	parsimony	AB|CD	56	28396	27965	44423
0.5X	parsimony	AB|CD	57	28494	28030	44964
0.5X	parsimony	AB|CD	58	28871	28656	44587
0.5X	parsimony	AB|CD	59	28259	28357	44611
0.5X	parsimony	AB|CD	60	28677	28486	44513
0.5X	parsimony	AB|CD	61	28772	27847	44815
0.5X	parsimony	AB|CD	62	29525	28003	44874
0.5X	parsimony	AB|CD	63	28633	28062	44120
0.5X	parsimony	AB|CD	64	28599	28539	45062
0.5X	parsimony	AB|CD	65	29116	27830	44383
0.5X	parsimony	AB|CD	66	29058	28322	44593
0.5X	parsimony	AB|CD	67	28541	28843	44576
0.5X	parsimony	AB|CD	68	28696	28722	44248
0.5X	parsimony	AB|CD	69	28509	28114	44989
0.5X	parsimony	AB|CD	70	29251	28070	44340
0.5X	parsimony	AB|CD	71	28640	28608	44183
0.5X	parsimony	AB|CD	72	28890	28074	44417
0.5X	parsimony	AB|CD	73	28804	28344	44321
0.5X	parsimony	AB|CD	74	29124	27927	44387
0.5X	parsimony	AB|CD	75	28736	28179	44902
0.5X	parsimony	AB|CD	76	28665	28104	44353
0.5X	parsimony	AB|CD	77	28955	27465	44963
0.5X	parsimony	AB|CD	78	28325	28264	44138
0.5X	parsimony	AB|CD	79	28604	28621	44688
0.5X	parsimony	AB|CD	80	29029	27988	44673
0.5X	parsimony	AB|CD	81	28362	27992	44160
0.5X	parsimony	AB|CD	82	28542	27717	43950
0.5X	parsimony	AB|CD	83	28855	27746	44717
0.5X	parsimony	AB|CD	84	28761	27789	45099
0.5X	parsimony	AB|CD	85	28801	28219	45098
0.5X	parsimony	AB|CD	86	28715	27932	44937
0.5X	parsimony	AB|CD	87	29018	27785	44492
0.5X	parsimony	AB|CD	88	28426	28011	44572
0.5X	parsimony	AB|CD	89	28556	27902	44876
0.5X	parsimony	AB|CD	90	28814	28404	44732
0.5X	parsimony	AB|CD	91	28572	28292	45031
0.5X	parsimony	AB|CD	92	29031	28114	44648
0.5X	parsimony	AB|CD	93	28995	28667	44289
0.5X	parsimony	AB|CD	94	28901	27930	44555
0.5X	parsimony	AB|CD	95	28522	28292	44847
0.5X	parsimony	AB|CD	96	29439	28386	44758
0.5X	parsimony	AB|CD	97	28403	27924	44761
0.5X	parsimony	AB|CD	98	28478	27672	44628
0.5X	parsimony	AB|CD	99	28531	27730	44666
0.5X	parsimony	AB|CD	100	28709	28425	44884
0.5X	parsimony	AC|BD	1	25550	32262	44532
0.5X	parsimony	AC|BD	2	24784	32583	44654
0.5X	parsimony	AC|BD	3	24781	32443	44429
0.5X	parsimony	AC|BD	4	25164	31750	45154
0.5X	parsimony	AC|BD	5	25229	31729	44522
0.5X	parsimony	AC|BD	6	25115	31770	44568
0.5X	parsimony	AC|BD	7	25275	31520	44429
0.5X	parsimony	AC|BD	8	25126	32070	44249
0.5X	parsimony	AC|BD	9	25355	31712	44791
0.5X	parsimony	AC|BD	10	25375	31718	44940
0.5X	parsimony	AC|BD	11	24935	31578	44501
0.5X	parsimony	AC|BD	12	24572	31871	44893
0.5X	parsimony	AC|BD	13	25392	32101	44663
0.5X	parsimony	AC|BD	14	25153	31647	45014
0.5X	parsimony	AC|BD	15	25742	31718	44659
0.5X	parsimony	AC|BD	16	25137	31439	44737
0.5X	parsimony	AC|BD	17	25572	32011	44713
0.5X	parsimony	AC|BD	18	25153	32279	44163
0.5X	parsimony	AC|BD	19	24703	31841	44787
0.5X	parsimony	AC|BD	20	24958	32066	44406
0.5X	parsimony	AC|BD	21	25139	31429	44916
0.5X	parsimony	AC|BD	22	24619	31878	44470
0.5X	parsimony	AC|BD	23	24937	31673	44560
0.5X	parsimony	AC|BD	24	25006	31478	44170
0.5X	parsimony	AC|BD	25	25136	31654	44624
0.5X	parsimony	AC|BD	26	25087	31334	44641
